accession;geno;species;pop_dapc8;pop_dapc5;Lat;Long;Soil.all;TAA;TRD;TIA;TSA;TMA;TmA.1;TRA;TWeQ;TDQ;TWaQ;TCQ;PTA;PWM;PDM;PSA;PWeQ;PDQ;PWaQ;PCQ;T_GR;T_SA;T_SI;T_CL;T_RB;T_BD;T_OC;T_PH;T_CE;T_CS;T_BS;T_TE;T_CA;T_CO;T_ES;T_EC;S_GR;S_SA;S_SI;S_CL;S_RD;S_BD;S_OC;S_PH;S_CE;S_CS;S_BS;S_TE;S_CA;S_CO;S_ES;S_EC
Mb1277;Mb1277#14;sin;Sin_S_Japan;2;375686;126886;4277;118;91;24;10015;296;-79;375;24;-17;24;-17;1311;376;20;96;785;69;785;69;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb1280;Mb1280#11;sin;Sin_S_Japan;2;375686;126886;4277;118;91;24;10015;296;-79;375;24;-17;24;-17;1311;376;20;96;785;69;785;69;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb1282;Mb1282#13;sin;Sin_S_Japan;2;372092;128077;4352;99;12;29;10193;286;-117;403;225;-39;225;-39;1315;338;26;87;746;86;746;86;18;42;365;215;14;13;1425;635;36;135;685;985;195;0;25;1;20;45;35;20;142;137;5;52;36;9;33;26;0;0;1;1
Mb1285;Mb1285#900;sin;Sin_S_Japan;2;372092;128077;4352;99;12;29;10193;286;-117;403;225;-39;225;-39;1315;338;26;87;746;86;746;86;18;42;365;215;14;13;1425;635;36;135;685;985;195;0;25;1;20;45;35;20;142;137;5;52;36;9;33;26;0;0;1;1
Mb1288;Mb1288#11;sin;Sin_S_Japan;2;371908;128199;4352;89;118;29;10030;273;-123;396;213;-47;213;-47;1371;337;28;84;770;92;770;92;18;42;365;215;14;13;1425;635;36;135;685;985;195;0;25;1;20;45;35;20;142;137;5;52;36;9;33;26;0;0;1;1
Mb1290;Mb1290#12;sin;Sin_S_Japan;2;371908;128199;4352;89;118;29;10030;273;-123;396;213;-47;213;-47;1371;337;28;84;770;92;770;92;18;42;365;215;14;13;1425;635;36;135;685;985;195;0;25;1;20;45;35;20;142;137;5;52;36;9;33;26;0;0;1;1
Mb1295;Mb1295#12;sin;Sin_S_Japan;2;365833;128583;4295;12;118;31;9528;301;-79;38;239;-7;239;-7;1040;232;20;77;554;73;554;73;121;432;342;226;1397;1358;1107;632;426;136;835;116;78;0;22;1;10625;39625;3225;28125;136125;13975;4075;63625;40125;12375;76875;107625;625;0;2;1
Mb1297;Mb1297#13;sacc;Sacc_rob;3;36131;128542;3964;119;113;30;9480;298;-76;374;238;-7;238;-7;1046;237;19;78;567;73;567;73;175;425;35;225;1395;1335;12;71;485;155;965;147;195;0;3;1;12;40;35;25;138;139;4;7;51;15;93;144;1;0;2;1
Mb1299;Mb1299#12;sacc;Sacc_rob;3;351403;126825;4277;14;93;27;8989;309;-32;341;252;22;252;22;1272;251;33;67;643;114;643;114;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb13;Mb13;sin;Sin_N_Japan;1;370161;140121;4422;115;97;29;8243;283;-49;332;22;11;22;11;1410;197;47;48;577;156;577;156;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb1301;Mb1301#15;sacc;Sacc_rob;3;351403;126825;4277;14;93;27;8989;309;-32;341;252;22;252;22;1272;251;33;67;643;114;643;114;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb1302;Mb1302#11;sin;Hyb;5;348465;126692;4322;138;97;28;8707;305;-33;338;246;24;246;24;1304;240;30;67;657;112;657;112;535;282;3605;3575;1311;1306;1134;613;4085;1915;838;15005;1;0;2;1;35;2885;3305;381;1301;1426;418;6375;418;176;88;1447;39;0;21;1
Mb1304;Mb1304#11;sacc;Sacc_rob;3;348465;126692;4322;138;97;28;8707;305;-33;338;246;24;246;24;1304;240;30;67;657;112;657;112;535;282;3605;3575;1311;1306;1134;613;4085;1915;838;15005;1;0;2;1;35;2885;3305;381;1301;1426;418;6375;418;176;88;1447;39;0;21;1
Mb1306;Mb1306#11;sin;Sin_S_Japan;2;348465;126692;4322;138;97;28;8707;305;-33;338;246;24;246;24;1304;240;30;67;657;112;657;112;535;282;3605;3575;1311;1306;1134;613;4085;1915;838;15005;1;0;2;1;35;2885;3305;381;1301;1426;418;6375;418;176;88;1447;39;0;21;1
Mb1308;Mb1308#920;sin;Sin_S_Japan;2;348465;126692;4322;138;97;28;8707;305;-33;338;246;24;246;24;1304;240;30;67;657;112;657;112;535;282;3605;3575;1311;1306;1134;613;4085;1915;838;15005;1;0;2;1;35;2885;3305;381;1301;1426;418;6375;418;176;88;1447;39;0;21;1
Mb1312;Mb1312#13;sin;Sin_S_Japan;2;345178;126551;4277;138;91;28;8314;30;-22;322;241;53;243;3;1317;230;29;66;662;113;606;114;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb1313;Mb1313#900;sin;Sin_S_Japan;2;345178;126551;4277;138;91;28;8314;30;-22;322;241;53;243;3;1317;230;29;66;662;113;606;114;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb1314;Mb1314#15;sin;Sin_S_Japan;2;345178;126551;4277;138;91;28;8314;30;-22;322;241;53;243;3;1317;230;29;66;662;113;606;114;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb1315;Mb1315#11;sin;Sin_S_Japan;2;344546;126548;4277;139;86;27;8166;296;-17;313;239;56;242;33;1323;229;29;65;659;115;603;116;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb1316;Mb1316#15;sacc;Sacc_rob;3;344546;126548;4277;139;86;27;8166;296;-17;313;239;56;242;33;1323;229;29;65;659;115;603;116;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb1317;Mb1317#13;sin;Sacc_rob;3;345041;126714;4295;136;9;28;8240;295;-24;319;237;51;24;29;1410;248;28;67;716;113;648;115;121;432;342;226;1397;1358;1107;632;426;136;835;116;78;0;22;1;10625;39625;3225;28125;136125;13975;4075;63625;40125;12375;76875;107625;625;0;2;1
Mb1319;Mb1319#900;sin;Sin_S_Japan;2;345041;126714;4295;136;9;28;8240;295;-24;319;237;51;24;29;1410;248;28;67;716;113;648;115;121;432;342;226;1397;1358;1107;632;426;136;835;116;78;0;22;1;10625;39625;3225;28125;136125;13975;4075;63625;40125;12375;76875;107625;625;0;2;1
Mb1321;Mb1321#14;sin;Sin_S_Japan;2;345786;126714;4277;135;95;29;8421;298;-29;327;239;48;241;25;1399;248;28;68;713;112;650;114;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb1324;Mb1324#11;sin;Sin_S_Japan;2;345786;126714;4277;135;95;29;8421;298;-29;327;239;48;241;25;1399;248;28;68;713;112;650;114;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb1328;Mb1328#12;trans;Sin_Taiwan;1;241205;121269;11864;71;73;46;3151;137;-2;157;10;44;105;27;3926;590;70;56;1655;270;1565;720;4;41;37;22;14;143;74;65;47;13;91;11;0;0;1;1;3;37;34;29;135;151;36;67;50;14;93;131;0;0;1;1
Mb1329;Mb1329#5;flor;Flor_Taiwan;4;241115;121214;11864;96;74;45;3177;165;4;161;125;66;13;52;3440;516;63;57;1459;250;1129;375;4;41;37;22;14;143;74;65;47;13;91;11;0;0;1;1;3;37;34;29;135;151;36;67;50;14;93;131;0;0;1;1
Mb1331;Mb1331#14;flor;Sin (EMI/PRI);1;241115;121214;11864;96;74;45;3177;165;4;161;125;66;13;52;3440;516;63;57;1459;250;1129;375;4;41;37;22;14;143;74;65;47;13;91;11;0;0;1;1;3;37;34;29;135;151;36;67;50;14;93;131;0;0;1;1
Mb1333;Mb1333#923;flor;Flor_Taiwan;4;241002;121192;11851;112;75;46;3238;183;21;162;142;82;148;67;3513;495;72;53;1443;274;1204;390;10;42;38;20;141;13;145;51;32;12;38;43;0;0;2;1;19;45;35;20;142;136;5;52;35;9;33;26;0;0;2;1
Mb1334;Mb1334#920;sin;Sin_N_Japan;1;241002;121192;11851;112;75;46;3238;183;21;162;142;82;148;67;3513;495;72;53;1443;274;1204;390;10;42;38;20;141;13;145;51;32;12;38;43;0;0;2;1;19;45;35;20;142;136;5;52;35;9;33;26;0;0;2;1
Mb1336;Mb1336#13;flor;Sin_Taiwan;1;241002;121192;11851;112;75;46;3238;183;21;162;142;82;148;67;3513;495;72;53;1443;274;1204;390;10;42;38;20;141;13;145;51;32;12;38;43;0;0;2;1;19;45;35;20;142;136;5;52;35;9;33;26;0;0;2;1
Mb1337;Mb1337#900;flor;Flor_Taiwan;4;241002;121192;11851;112;75;46;3238;183;21;162;142;82;148;67;3513;495;72;53;1443;274;1204;390;10;42;38;20;141;13;145;51;32;12;38;43;0;0;2;1;19;45;35;20;142;136;5;52;35;9;33;26;0;0;2;1
Mb1346;Mb1346#5;sacc;Sacc_rob;3;353743;13682;4394;156;91;28;8165;323;0;323;226;53;261;53;1904;271;67;45;726;221;689;221;64;32;3775;3025;13435;12215;4939;6555;463;2555;91;21295;25;0;165;1;445;347;34;313;13375;12865;34995;6935;4665;223;9595;2204;1155;0;22;1
Mb1347;Mb1347#14;sin;Sin_N_Japan;1;353743;13682;4394;156;91;28;8165;323;0;323;226;53;261;53;1904;271;67;45;726;221;689;221;64;32;3775;3025;13435;12215;4939;6555;463;2555;91;21295;25;0;165;1;445;347;34;313;13375;12865;34995;6935;4665;223;9595;2204;1155;0;22;1
Mb1349;Mb1349#15;sin;Sin_N_Japan;1;353743;13682;4394;156;91;28;8165;323;0;323;226;53;261;53;1904;271;67;45;726;221;689;221;64;32;3775;3025;13435;12215;4939;6555;463;2555;91;21295;25;0;165;1;445;347;34;313;13375;12865;34995;6935;4665;223;9595;2204;1155;0;22;1
Mb1350;Mb1350#3;sin;Sin_N_Japan;1;353743;13682;4394;156;91;28;8165;323;0;323;226;53;261;53;1904;271;67;45;726;221;689;221;64;32;3775;3025;13435;12215;4939;6555;463;2555;91;21295;25;0;165;1;445;347;34;313;13375;12865;34995;6935;4665;223;9595;2204;1155;0;22;1
Mb1351;Mb1351#13;sacc;Sacc_rob;3;353743;13682;4394;156;91;28;8165;323;0;323;226;53;261;53;1904;271;67;45;726;221;689;221;64;32;3775;3025;13435;12215;4939;6555;463;2555;91;21295;25;0;165;1;445;347;34;313;13375;12865;34995;6935;4665;223;9595;2204;1155;0;22;1
Mb1353;Mb1353#14;sacc;Sacc_rob;3;353743;13682;4394;156;91;28;8165;323;0;323;226;53;261;53;1904;271;67;45;726;221;689;221;64;32;3775;3025;13435;12215;4939;6555;463;2555;91;21295;25;0;165;1;445;347;34;313;13375;12865;34995;6935;4665;223;9595;2204;1155;0;22;1
Mb1354;Mb1354#900;sin;Sin_N_Japan;1;358726;136862;4355;125;9;26;8755;301;-36;337;237;14;237;14;2427;326;122;34;899;415;899;415;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb1356;Mb1356#14;sin;Sin_N_Japan;1;358726;136862;4355;125;9;26;8755;301;-36;337;237;14;237;14;2427;326;122;34;899;415;899;415;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb1357;Mb1357#900;sacc;Sacc_rob;3;358726;136862;4355;125;9;26;8755;301;-36;337;237;14;237;14;2427;326;122;34;899;415;899;415;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb1359;Mb1359#900;sin;Sin_N_Japan;1;358726;136862;4355;125;9;26;8755;301;-36;337;237;14;237;14;2427;326;122;34;899;415;899;415;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb1361;Mb1361#900;sacc;Lut;3;360575;136942;4355;94;88;26;8852;269;-67;336;206;-19;206;-19;2105;282;107;35;766;356;766;356;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb1363;Mb1363#15;sin;Sin_N_Japan;1;360575;136942;4355;94;88;26;8852;269;-67;336;206;-19;206;-19;2105;282;107;35;766;356;766;356;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb1365;Mb1365#11;sin;Sin_N_Japan;1;360575;136942;4355;94;88;26;8852;269;-67;336;206;-19;206;-19;2105;282;107;35;766;356;766;356;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb1366;Mb1366#900;sin;Sin_N_Japan;1;360575;136942;4355;94;88;26;8852;269;-67;336;206;-19;206;-19;2105;282;107;35;766;356;766;356;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb1368;Mb1368#12;sacc;Sacc_rob;3;362622;136909;4371;109;89;26;8828;285;-51;336;221;36;221;-4;2179;270;129;26;729;422;729;468;9;38;4225;1975;1405;121;27025;62;5825;185;6425;96;975;0;15;1;6,33333E+14;3,23333E+14;4,13333E+14;2,63333E+14;1,35333E+14;1,30333E+14;8,33333E+14;5,93333E+14;6,63333E+14;20;5,93333E+14;64;0;0;6,66667E+14;1
Mb1369;Mb1369#900;sin;Sacc_rob;3;362622;136909;4371;109;89;26;8828;285;-51;336;221;36;221;-4;2179;270;129;26;729;422;729;468;9;38;4225;1975;1405;121;27025;62;5825;185;6425;96;975;0;15;1;6,33333E+14;3,23333E+14;4,13333E+14;2,63333E+14;1,35333E+14;1,30333E+14;8,33333E+14;5,93333E+14;6,63333E+14;20;5,93333E+14;64;0;0;6,66667E+14;1
Mb1371;Mb1371#11;sin;Sin_N_Japan;2;346708;136268;4299;125;86;27;7972;284;-25;309;224;25;228;25;2031;290;62;47;784;197;770;197;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1374;Mb1374#11;sin;Sin_N_Japan;2;347114;136295;4299;109;78;25;8027;263;-4;303;207;7;212;7;2186;311;66;48;857;216;839;216;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1375;Mb1375#13;sin;Sin_S_Japan;2;346894;136265;4299;122;85;27;8014;281;-29;31;221;21;225;21;2047;292;62;47;792;201;777;201;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1376;Mb1376#1;sacc;Sacc_rob;3;346673;136172;4299;143;97;30;8021;309;-13;322;243;42;247;42;1756;250;58;45;656;181;643;181;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1378;Mb1378#13;sin;Sin_S_Japan;2;34657;136162;4299;141;96;30;8005;307;-13;32;241;41;245;41;1795;256;58;46;674;182;660;182;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1379;Mb1379#1;sacc;Sacc_rob;3;34657;136162;4299;141;96;30;8005;307;-13;32;241;41;245;41;1795;256;58;46;674;182;660;182;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1380;Mb1380#12;sin;Sin_S_Japan;2;345193;136162;4355;115;8;26;7896;269;-34;303;212;15;216;15;2275;326;66;48;887;216;867;216;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb1382;Mb1382#2;sacc;Sacc_rob;3;344991;135932;4299;138;93;29;7890;30;-14;314;235;39;24;39;1983;283;63;45;743;201;722;201;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1383;Mb1383#900;sin;Sin_S_Japan;2;344991;135932;4299;138;93;29;7890;30;-14;314;235;39;24;39;1983;283;63;45;743;201;722;201;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1385;Mb1385#12;sin;Sin_N_Japan;1;358366;14054;4420;145;78;26;7258;288;-5;293;217;53;24;53;1494;205;58;34;512;204;428;204;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb1386;Mb1386#15;sin;Sin_N_Japan;1;358366;14054;4420;145;78;26;7258;288;-5;293;217;53;24;53;1494;205;58;34;512;204;428;204;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb1388;Mb1388#15;sacc;Sacc_rob;3;358366;14054;4420;145;78;26;7258;288;-5;293;217;53;24;53;1494;205;58;34;512;204;428;204;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb1397;Mb1397#11;sin;Sin_N_Japan;1;35874;140495;4420;146;8;26;7358;293;-7;30;219;53;242;53;1455;200;55;35;498;198;419;198;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb1399;Mb1399#15;sacc;Sacc_rob;3;35874;140495;4420;146;8;26;7358;293;-7;30;219;53;242;53;1455;200;55;35;498;198;419;198;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb14;Mb14;sin;Sin_N_Japan;1;370161;140121;4422;115;97;29;8243;283;-49;332;22;11;22;11;1410;197;47;48;577;156;577;156;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb140;Mb140;sacc;Sacc_rob;3;384005;14074;4354;97;83;25;8713;27;-58;328;209;-1;209;-12;1408;189;72;34;530;236;530;243;1125;405;385;21;14;1195;26675;6225;50;1675;5975;92;975;0;175;1;1,16667E+14;3,93333E+14;3,63333E+14;2,43333E+14;138;1,22333E+14;9,33333E+14;59;56;1,83333E+14;5,06667E+14;5,63333E+14;0;0;1;1
Mb1403;Mb1403#12;sin;Sin_N_Japan;1;359114;140546;4323;146;8;26;7319;292;-7;299;219;53;241;53;1459;200;56;35;499;199;419;199;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1405;Mb1405#16;sin;Sin_N_Japan;1;359114;140546;4323;146;8;26;7319;292;-7;299;219;53;241;53;1459;200;56;35;499;199;419;199;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1406;Mb1406#1;sin;Sacc_rob;3;359114;140546;4323;146;8;26;7319;292;-7;299;219;53;241;53;1459;200;56;35;499;199;419;199;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1408;Mb1408#15;sacc;Sacc_rob;3;3591;140495;4323;145;82;27;7381;293;-8;301;218;52;242;52;1440;197;54;35;494;194;418;194;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1409;Mb1409#12;sin;Sin_N_Japan;1;3620779;14007555;4422;139;103;30;7993;302;-35;337;213;37;242;37;1294;172;36;44;470;131;449;131;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb1411;Mb1411#15;sin;Sin_N_Japan;1;3620779;14007555;4422;139;103;30;7993;302;-35;337;213;37;242;37;1294;172;36;44;470;131;449;131;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb1412;Mb1412#14;sin;Sin_N_Japan;1;3620779;14007555;4422;139;103;30;7993;302;-35;337;213;37;242;37;1294;172;36;44;470;131;449;131;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb1413;Mb1413#13;sin;Sin_N_Japan;1;3620779;14007555;4422;139;103;30;7993;302;-35;337;213;37;242;37;1294;172;36;44;470;131;449;131;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb1414;Mb1414#11;sin;Sin_N_Japan;1;3620779;14007555;4422;139;103;30;7993;302;-35;337;213;37;242;37;1294;172;36;44;470;131;449;131;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb1415;Mb1415#12;sin;Sacc_rob;3;3620779;14007555;4422;139;103;30;7993;302;-35;337;213;37;242;37;1294;172;36;44;470;131;449;131;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb1417;Mb1417#12;sacc;Sacc_rob;3;3620779;14007555;4422;139;103;30;7993;302;-35;337;213;37;242;37;1294;172;36;44;470;131;449;131;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb142;Mb142;sacc;Sacc_rob;3;370161;140121;4422;115;97;29;8243;283;-49;332;22;11;22;11;1410;197;47;48;577;156;577;156;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb143;Mb143;sin;Sin_S_Japan;2;326697;13076;4278;164;99;31;7795;323;5;318;233;85;264;64;2011;367;58;62;935;200;773;205;89;411;305;284;1367;12945;15545;535;3295;13;557;729;0;0;14;1;99;3585;281;3605;13235;13045;619;5625;321;1115;4845;615;3;0;165;1
Mb144;Mb144;sacc;Sacc_rob;3;326697;13076;4278;164;99;31;7795;323;5;318;233;85;264;64;2011;367;58;62;935;200;773;205;89;411;305;284;1367;12945;15545;535;3295;13;557;729;0;0;14;1;99;3585;281;3605;13235;13045;619;5625;321;1115;4845;615;3;0;165;1
Mb1451;Mb1451;lut;Sacc_rob;3;285323;112079;11605;174;74;22;8625;337;15;322;217;82;282;59;1370;198;43;45;575;169;454;173;10;29;50;21;138;141;112;78;34;11;100;241;93;0;1;3;10;34;45;21;139;15;82;79;41;13;100;329;94;0;1;3
Mb1457;Mb1457#8;flor;Flor_Taiwan;4;2398961;12102271;11379;203;73;42;3570;284;111;173;244;168;244;155;2304;418;29;71;1126;120;1126;185;28;46;33;21;141;146;109;51;19;7;23;19;0;0;2;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1461;Mb1461#8;flor;Flor_Taiwan;4;2486681;12112472;11804;207;63;32;4729;304;109;195;263;19;264;145;2174;283;59;43;800;222;721;328;4;27;25;48;125;125;124;48;13;10;39;54;0;0;1;1;6;22;22;56;122;125;45;5;11;8;30;42;0;0;2;1
Mb1494;Mb1494#1;sin;Sin_N_Japan;1;3581927;14028651;4420;145;85;27;7496;296;-11;307;217;49;242;49;1404;191;49;36;490;180;424;180;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb1495;Mb1495#1;sin;Sin_N_Japan;1;3581927;14028651;4420;145;85;27;7496;296;-11;307;217;49;242;49;1404;191;49;36;490;180;424;180;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb1496;Mb1496#4;sin;Sin_N_Japan;1;3581927;14028651;4420;145;85;27;7496;296;-11;307;217;49;242;49;1404;191;49;36;490;180;424;180;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb1498;Mb1498#1;sin;Sin_N_Japan;1;3581927;14028651;4420;145;85;27;7496;296;-11;307;217;49;242;49;1404;191;49;36;490;180;424;180;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb1499;Mb1499#1;sacc;Sacc_rob;3;3547339;14018821;4420;149;75;26;7134;291;5;286;219;59;241;59;1604;221;59;35;553;212;468;212;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb15;Mb15;sin;Sin_N_Japan;1;370161;140121;4422;115;97;29;8243;283;-49;332;22;11;22;11;1410;197;47;48;577;156;577;156;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb1500;Mb1500#3;sacc;Sacc_rob;3;3547339;14018821;4420;149;75;26;7134;291;5;286;219;59;241;59;1604;221;59;35;553;212;468;212;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb1501;Mb1501#1;sin;Sin_N_Japan;1;3547339;14018821;4420;149;75;26;7134;291;5;286;219;59;241;59;1604;221;59;35;553;212;468;212;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb1502;Mb1502#1;sin;Sin_N_Japan;1;3547339;14018821;4420;149;75;26;7134;291;5;286;219;59;241;59;1604;221;59;35;553;212;468;212;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
